1	0	0.15294118
1	0.015686275	0.15686275
1	0.02745098	0.15686275
1	0.043137255	0.15686275
1	0.054901961	0.16078431
1	0.066666667	0.16078431
1	0.074509804	0.16470588
1	0.082352941	0.16470588
1	0.090196078	0.16862745
1	0.098039216	0.16862745
1	0.10588235	0.17254902
1	0.11372549	0.17254902
1	0.11764706	0.17647059
1	0.1254902	0.17647059
1	0.12941176	0.18039216
1	0.1372549	0.18039216
1	0.14117647	0.18431373
1	0.14509804	0.18431373
1	0.15294118	0.18823529
1	0.15686275	0.18823529
1	0.16078431	0.19215686
1	0.16470588	0.19215686
1	0.16862745	0.19215686
1	0.17254902	0.19607843
1	0.17647059	0.19607843
1	0.18039216	0.2
1	0.18431373	0.2
1	0.18823529	0.20392157
1	0.19215686	0.20392157
1	0.19607843	0.20784314
1	0.2	0.20784314
1	0.20392157	0.21176471
1	0.20784314	0.21176471
1	0.21176471	0.21176471
1	0.21568627	0.21568627
1	0.21960784	0.21568627
1	0.22352941	0.21960784
1	0.22352941	0.21960784
1	0.22745098	0.22352941
1	0.23137255	0.22352941
1	0.23529412	0.22352941
1	0.23921569	0.22745098
1	0.23921569	0.22745098
1	0.24313725	0.23137255
1	0.24705882	0.23137255
1	0.25098039	0.23529412
1	0.25098039	0.23529412
1	0.25490196	0.23921569
1	0.25882353	0.23921569
1	0.25882353	0.23921569
1	0.2627451	0.24313725
1	0.26666667	0.24313725
1	0.26666667	0.24705882
1	0.27058824	0.24705882
1	0.2745098	0.24705882
1	0.2745098	0.25098039
1	0.27843137	0.25098039
1	0.28235294	0.25490196
1	0.28235294	0.25490196
1	0.28627451	0.25882353
1	0.29019608	0.25882353
1	0.29019608	0.25882353
1	0.29411765	0.2627451
1	0.29411765	0.2627451
1	0.29803922	0.26666667
1	0.30196078	0.26666667
1	0.30196078	0.26666667
1	0.30588235	0.27058824
1	0.30588235	0.27058824
1	0.30980392	0.2745098
1	0.31372549	0.2745098
1	0.31372549	0.2745098
1	0.31764706	0.27843137
1	0.31764706	0.27843137
1	0.32156863	0.28235294
1	0.32156863	0.28235294
1	0.3254902	0.28235294
1	0.3254902	0.28627451
1	0.32941176	0.28627451
1	0.33333333	0.29019608
1	0.33333333	0.29019608
1	0.3372549	0.29019608
1	0.3372549	0.29411765
1	0.34117647	0.29411765
1	0.34117647	0.29803922
1	0.34509804	0.29803922
1	0.34509804	0.29803922
1	0.34901961	0.30196078
1	0.34901961	0.30196078
1	0.35294118	0.30588235
1	0.35294118	0.30588235
1	0.35686275	0.30588235
1	0.35686275	0.30980392
1	0.36078431	0.30980392
1	0.36078431	0.31372549
1	0.36470588	0.31372549
1	0.36470588	0.31372549
1	0.36862745	0.31764706
1	0.36862745	0.31764706
1	0.37254902	0.32156863
1	0.37254902	0.32156863
1	0.37647059	0.32156863
1	0.37647059	0.3254902
1	0.37647059	0.3254902
1	0.38039216	0.3254902
1	0.38039216	0.32941176
1	0.38431373	0.32941176
1	0.38431373	0.33333333
1	0.38823529	0.33333333
1	0.38823529	0.33333333
